"hotspot_id","timestamp","filt_thermal16","filt_thermal8","filt_color","x_pos","y_pos","thumb_left","thumb_top","thumb_right","thumb_bottom","hotspot_type","species_id"
"19703","20160408015204.329GMT","CHESS_FL1_C_160408_015204.329_THERM-16BIT.PNG","CHESS_FL1_C_160408_015204.329_THERM-8-BIT.JPG","CHESS_FL1_C_160408_015204.329_COLOR-8-BIT.JPG",300,204,2496,1696,3008,2208,"Anomaly",NA
"19704","20160408015204.329GMT","CHESS_FL1_C_160408_015204.329_THERM-16BIT.PNG","CHESS_FL1_C_160408_015204.329_THERM-8-BIT.JPG","CHESS_FL1_C_160408_015204.329_COLOR-8-BIT.JPG",470,304,4259,2764,4771,3276,"Anomaly",NA
"19781","20160408015319.334GMT","CHESS_FL1_C_160408_015319.334_THERM-16BIT.PNG","CHESS_FL1_C_160408_015319.334_THERM-8-BIT.JPG","CHESS_FL1_C_160408_015319.334_COLOR-8-BIT.JPG",381,146,3504,939,4016,1451,"Anomaly",NA
"19876","20160408015459.506GMT","CHESS_FL1_C_160408_015459.506_THERM-16BIT.PNG","CHESS_FL1_C_160408_015459.506_THERM-8-BIT.JPG","CHESS_FL1_C_160408_015459.506_COLOR-8-BIT.JPG",127,170,772,1354,1284,1866,"Anomaly",NA
"19875","20160408015459.506GMT","CHESS_FL1_C_160408_015459.506_THERM-16BIT.PNG","CHESS_FL1_C_160408_015459.506_THERM-8-BIT.JPG","CHESS_FL1_C_160408_015459.506_COLOR-8-BIT.JPG",142,151,940,1144,1452,1656,"Anomaly",NA
"19956","20160408020014.229GMT","CHESS_FL1_C_160408_020014.229_THERM-16BIT.PNG","CHESS_FL1_C_160408_020014.229_THERM-8-BIT.JPG","CHESS_FL1_C_160408_020014.229_COLOR-8-BIT.JPG",277,65,2053,-95,2565,417,"Anomaly",NA
"19960","20160408020140.417GMT","CHESS_FL1_C_160408_020140.417_THERM-16BIT.PNG","CHESS_FL1_C_160408_020140.417_THERM-8-BIT.JPG","CHESS_FL1_C_160408_020141.409_COLOR-8-BIT.JPG",379,17,2519,2674,3031,3186,"Anomaly",NA
"19974","20160408020406.425GMT","CHESS_FL1_C_160408_020406.425_THERM-16BIT.PNG","CHESS_FL1_C_160408_020406.425_THERM-8-BIT.JPG","CHESS_FL1_C_160408_020406.425_COLOR-8-BIT.JPG",50,361,24,3349,536,3861,"Anomaly",NA
"19982","20160408020531.080GMT","CHESS_FL1_C_160408_020531.080_THERM-16BIT.PNG","CHESS_FL1_C_160408_020531.080_THERM-8-BIT.JPG","CHESS_FL1_C_160408_020531.080_COLOR-8-BIT.JPG",163,426,1312,1081,1824,1593,"Anomaly",NA
"20003","20160408020803.345GMT","CHESS_FL1_C_160408_020803.345_THERM-16BIT.PNG","CHESS_FL1_C_160408_020803.345_THERM-8-BIT.JPG","CHESS_FL1_C_160408_020803.345_COLOR-8-BIT.JPG",441,225,4044,1660,4556,2172,"Anomaly",NA
"20012","20160408020847.754GMT","CHESS_FL1_C_160408_020847.754_THERM-16BIT.PNG","CHESS_FL1_C_160408_020847.754_THERM-8-BIT.JPG","CHESS_FL1_C_160408_020848.724_COLOR-8-BIT.JPG",188,18,898,2018,1410,2530,"Anomaly",NA
"20014","20160408020920.706GMT","CHESS_FL1_C_160408_020920.706_THERM-16BIT.PNG","CHESS_FL1_C_160408_020920.706_THERM-8-BIT.JPG","CHESS_FL1_C_160408_020920.706_COLOR-8-BIT.JPG",195,136,1507,870,2019,1382,"Anomaly",NA
"20021","20160408020930.259GMT","CHESS_FL1_C_160408_020930.259_THERM-16BIT.PNG","CHESS_FL1_C_160408_020930.259_THERM-8-BIT.JPG","CHESS_FL1_C_160408_020930.259_COLOR-8-BIT.JPG",254,373,2032,156,2544,668,"Anomaly",NA
"20020","20160408020930.259GMT","CHESS_FL1_C_160408_020930.259_THERM-16BIT.PNG","CHESS_FL1_C_160408_020930.259_THERM-8-BIT.JPG","CHESS_FL1_C_160408_020931.104_COLOR-8-BIT.JPG",583,331,5221,2413,5733,2925,"Anomaly",NA
"20019","20160408020930.259GMT","CHESS_FL1_C_160408_020930.259_THERM-16BIT.PNG","CHESS_FL1_C_160408_020930.259_THERM-8-BIT.JPG","CHESS_FL1_C_160408_020930.259_COLOR-8-BIT.JPG",257,363,2083,58,2595,570,"Anomaly",NA
"20022","20160408020931.104GMT","CHESS_FL1_C_160408_020931.104_THERM-16BIT.PNG","CHESS_FL1_C_160408_020931.104_THERM-8-BIT.JPG","CHESS_FL1_C_160408_020931.104_COLOR-8-BIT.JPG",21,232,-173,1327,339,1839,"Anomaly",NA
"20023","20160408020931.104GMT","CHESS_FL1_C_160408_020931.104_THERM-16BIT.PNG","CHESS_FL1_C_160408_020931.104_THERM-8-BIT.JPG","CHESS_FL1_C_160408_020931.104_COLOR-8-BIT.JPG",210,380,1869,2899,2381,3411,"Anomaly",NA
"20062","20160408021051.519GMT","CHESS_FL1_C_160408_021051.519_THERM-16BIT.PNG","CHESS_FL1_C_160408_021051.519_THERM-8-BIT.JPG","CHESS_FL1_C_160408_021051.519_COLOR-8-BIT.JPG",79,454,314,3889,826,4401,"Anomaly",NA
"20063","20160408021051.519GMT","CHESS_FL1_C_160408_021051.519_THERM-16BIT.PNG","CHESS_FL1_C_160408_021051.519_THERM-8-BIT.JPG","CHESS_FL1_C_160408_021051.519_COLOR-8-BIT.JPG",214,472,1764,4054,2276,4566,"Anomaly",NA
"20064","20160408021118.336GMT","CHESS_FL1_C_160408_021118.336_THERM-16BIT.PNG","CHESS_FL1_C_160408_021118.336_THERM-8-BIT.JPG","CHESS_FL1_C_160408_021118.336_COLOR-8-BIT.JPG",471,25,4304,-80,4816,432,"Anomaly",NA
"20065","20160408021119.222GMT","CHESS_FL1_C_160408_021119.222_THERM-16BIT.PNG","CHESS_FL1_C_160408_021119.222_THERM-8-BIT.JPG","CHESS_FL1_C_160408_021119.222_COLOR-8-BIT.JPG",434,298,4736,20,5248,532,"Anomaly",NA
"97001","20160408000245.415GMT","CHESS_FL1_P_160408_000245.415_THERM-16BIT.PNG","CHESS_FL1_P_160408_000245.415_THERM-8-BIT.JPG","CHESS_FL1_P_160408_000245.415_COLOR-8-BIT.JPG",550,159,5788,344,6300,856,"Animal","Bearded Seal"
"97002","20160408000245.415GMT","CHESS_FL1_P_160408_000245.415_THERM-16BIT.PNG","CHESS_FL1_P_160408_000245.415_THERM-8-BIT.JPG","CHESS_FL1_P_160408_000245.415_COLOR-8-BIT.JPG",574,172,6136,421,6648,933,"Animal","Bearded Seal"
"96999","20160408000245.415GMT","CHESS_FL1_P_160408_000245.415_THERM-16BIT.PNG","CHESS_FL1_P_160408_000245.415_THERM-8-BIT.JPG","CHESS_FL1_P_160408_000245.415_COLOR-8-BIT.JPG",493,139,5284,52,5796,564,"Anomaly",NA
"97000","20160408000245.415GMT","CHESS_FL1_P_160408_000245.415_THERM-16BIT.PNG","CHESS_FL1_P_160408_000245.415_THERM-8-BIT.JPG","CHESS_FL1_P_160408_000245.415_COLOR-8-BIT.JPG",534,153,5658,208,6170,720,"Anomaly",NA
"98899","20160408004246.654GMT","CHESS_FL1_P_160408_004246.654_THERM-16BIT.PNG","CHESS_FL1_P_160408_004246.654_THERM-8-BIT.JPG","CHESS_FL1_P_160408_004247.424_COLOR-8-BIT.JPG",408,77,3634,2894,4146,3406,"Anomaly",NA
"99410","20160408005429.972GMT","CHESS_FL1_P_160408_005429.972_THERM-16BIT.PNG","CHESS_FL1_P_160408_005429.972_THERM-8-BIT.JPG","CHESS_FL1_P_160408_005429.972_COLOR-8-BIT.JPG",116,307,604,2852,1116,3364,"Anomaly",NA
"99408","20160408005429.972GMT","CHESS_FL1_P_160408_005429.972_THERM-16BIT.PNG","CHESS_FL1_P_160408_005429.972_THERM-8-BIT.JPG","CHESS_FL1_P_160408_005429.972_COLOR-8-BIT.JPG",106,307,411,2806,923,3318,"Anomaly",NA
"99409","20160408005429.972GMT","CHESS_FL1_P_160408_005429.972_THERM-16BIT.PNG","CHESS_FL1_P_160408_005429.972_THERM-8-BIT.JPG","CHESS_FL1_P_160408_005429.972_COLOR-8-BIT.JPG",403,90,4040,223,4552,735,"Anomaly",NA
"99978","20160408010516.588GMT","CHESS_FL1_P_160408_010516.588_THERM-16BIT.PNG","CHESS_FL1_P_160408_010516.588_THERM-8-BIT.JPG","CHESS_FL1_P_160408_010516.588_COLOR-8-BIT.JPG",467,309,4839,2777,5351,3289,"Anomaly",NA
"136156","20160407233031.429GMT","CHESS_FL1_S_160407_233031.429_THERM-16BIT.PNG","CHESS_FL1_S_160407_233031.429_THERM-8-BIT.JPG","CHESS_FL1_S_160407_233031.429_COLOR-8-BIT.JPG",550,177,5344,1194,5856,1706,"Anomaly",NA
"136167","20160407233101.371GMT","CHESS_FL1_S_160407_233101.371_THERM-16BIT.PNG","CHESS_FL1_S_160407_233101.371_THERM-8-BIT.JPG","CHESS_FL1_S_160407_233101.371_COLOR-8-BIT.JPG",447,458,4234,3859,4746,4371,"Anomaly",NA
"136166","20160407233101.371GMT","CHESS_FL1_S_160407_233101.371_THERM-16BIT.PNG","CHESS_FL1_S_160407_233101.371_THERM-8-BIT.JPG","CHESS_FL1_S_160407_233100.605_COLOR-8-BIT.JPG",553,501,4723,658,5235,1170,"Anomaly",NA
"136219","20160407233232.387GMT","CHESS_FL1_S_160407_233232.387_THERM-16BIT.PNG","CHESS_FL1_S_160407_233232.387_THERM-8-BIT.JPG","CHESS_FL1_S_160407_233232.387_COLOR-8-BIT.JPG",12,412,-184,3373,328,3885,"Anomaly",NA
"136218","20160407233232.387GMT","CHESS_FL1_S_160407_233232.387_THERM-16BIT.PNG","CHESS_FL1_S_160407_233232.387_THERM-8-BIT.JPG","CHESS_FL1_S_160407_233232.387_COLOR-8-BIT.JPG",49,474,63,3547,575,4059,"Anomaly",NA
"136217","20160407233232.387GMT","CHESS_FL1_S_160407_233232.387_THERM-16BIT.PNG","CHESS_FL1_S_160407_233232.387_THERM-8-BIT.JPG","CHESS_FL1_S_160407_233232.387_COLOR-8-BIT.JPG",4,406,-227,3227,285,3739,"Anomaly",NA
"136220","20160407233232.387GMT","CHESS_FL1_S_160407_233232.387_THERM-16BIT.PNG","CHESS_FL1_S_160407_233232.387_THERM-8-BIT.JPG","CHESS_FL1_S_160407_233232.387_COLOR-8-BIT.JPG",144,347,866,2285,1378,2797,"Anomaly",NA
"136237","20160407233303.626GMT","CHESS_FL1_S_160407_233303.626_THERM-16BIT.PNG","CHESS_FL1_S_160407_233303.626_THERM-8-BIT.JPG","CHESS_FL1_S_160407_233303.626_COLOR-8-BIT.JPG",469,274,4449,2234,4961,2746,"Anomaly",NA
"136238","20160407233303.626GMT","CHESS_FL1_S_160407_233303.626_THERM-16BIT.PNG","CHESS_FL1_S_160407_233303.626_THERM-8-BIT.JPG","CHESS_FL1_S_160407_233304.425_COLOR-8-BIT.JPG",582,30,5743,-197,6255,315,"Anomaly",NA
"136263","20160407233334.360GMT","CHESS_FL1_S_160407_233334.360_THERM-16BIT.PNG","CHESS_FL1_S_160407_233334.360_THERM-8-BIT.JPG","CHESS_FL1_S_160407_233334.360_COLOR-8-BIT.JPG",93,103,1041,233,1553,745,"Anomaly",NA
"136523","20160407233911.542GMT","CHESS_FL1_S_160407_233911.542_THERM-16BIT.PNG","CHESS_FL1_S_160407_233911.542_THERM-8-BIT.JPG","CHESS_FL1_S_160407_233911.542_COLOR-8-BIT.JPG",0,0,6000,-68,6512,444,"Anomaly",NA
"136622","20160407234106.660GMT","CHESS_FL1_S_160407_234106.660_THERM-16BIT.PNG","CHESS_FL1_S_160407_234106.660_THERM-8-BIT.JPG","CHESS_FL1_S_160407_234105.842_COLOR-8-BIT.JPG",266,483,2392,1088,2904,1600,"Anomaly",NA
"136799","20160407234501.402GMT","CHESS_FL1_S_160407_234501.402_THERM-16BIT.PNG","CHESS_FL1_S_160407_234501.402_THERM-8-BIT.JPG","CHESS_FL1_S_160407_234501.402_COLOR-8-BIT.JPG",166,394,1579,2899,2091,3411,"Anomaly",NA
