id,color_image,thermal_image,hotspot_id,hotspot_type,species_id,species_confidence,fog,thermal_x,thermal_y,color_left,color_top,color_right,color_bottom, updated_left, updated_top, updated_right, updated_bottom, updated, status
-1,CHESS2016_N94S_FL12_C__20160421221859.662GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421221900.881GMT_THERM-16BIT.PNG,79533,Duplicate,Ringed Seal,100%,No,159,488,469,164,981,676,-1,-1,-1,-1,true,removed
-1,CHESS2016_N94S_FL12_C__20160421221907.183GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421221907.994GMT_THERM-16BIT.PNG,79534,Animal,Ringed Seal,100%,No,624,474,5361,1195,5873,1707,5587,1463,5654,1505,true,none
-1,CHESS2016_N94S_FL12_C__20160421221912.417GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421221912.417GMT_THERM-16BIT.PNG,79535,Animal,Ringed Seal,100%,No,502,293,4509,2189,5021,2701,4744,2435,4807,2471,true,none
-1,CHESS2016_N94S_FL12_C__20160421221916.440GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421221915.763GMT_THERM-16BIT.PNG,79536,Animal,Ringed Seal,100%,No,189,10,1442,2226,1954,2738,1681,2458,1735,2513,true,none
-1,CHESS2016_N94S_FL12_C__20160421222117.265GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421222117.265GMT_THERM-16BIT.PNG,79540,Animal,Ringed Seal,100%,No,606,222,5449,1079,5961,1591,5694,1344,5750,1406,true,none
-1,CHESS2016_N94S_FL12_C__20160421222155.691GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421222155.691GMT_THERM-16BIT.PNG,79541,Animal,Ringed Seal,100%,No,597,289,5507,2153,6019,2665,5734,2392,5811,2433,true,none
-1,CHESS2016_N94S_FL12_C__20160421222201.394GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421222201.394GMT_THERM-16BIT.PNG,79542,Animal,Ringed Seal,Likely,No,109,243,211,1345,723,1857,482,1558,517,1629,true,none
-1,CHESS2016_N94S_FL12_C__20160421222201.394GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421222201.394GMT_THERM-16BIT.PNG,79543,Animal,Ringed Seal,100%,No,316,130,2401,124,2913,636,2640,373,2708,401,true,none
-1,CHESS2016_N94S_FL12_C__20160421222201.394GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421222201.394GMT_THERM-16BIT.PNG,79544,Animal,Bearded Seal,Guess,No,281,125,2044,76,2556,588,2276,312,2335,374,true,none
-1,CHESS2016_N94S_FL12_C__20160421222201.394GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421222201.394GMT_THERM-16BIT.PNG,79546,Animal,Ringed Seal,100%,No,475,268,4084,1558,4596,2070,4331,1815,4401,1847,true,none
-1,CHESS2016_N94S_FL12_C__20160421222201.394GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421222201.394GMT_THERM-16BIT.PNG,79547,Animal,Ringed Seal,Guess,No,311,120,2359,25,2871,537,2594,274,2647,300,true,none
-1,CHESS2016_N94S_FL12_C__20160421222201.394GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421222201.394GMT_THERM-16BIT.PNG,79548,Animal,Bearded Seal,Guess,No,74,287,-155,1807,357,2319,66,2060,121,2098,true,none
-1,CHESS2016_N94S_FL12_C__20160421222202.161GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421222202.161GMT_THERM-16BIT.PNG,79549,Animal,Ringed Seal,Guess,No,524,261,4669,1769,5181,2281,4898,2015,4962,2076,true,none
-1,CHESS2016_N94S_FL12_C__20160421222202.161GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421222202.161GMT_THERM-16BIT.PNG,79550,Animal,Ringed Seal,Likely,No,623,267,5734,1839,6246,2351,5967,2071,6028,2122,true,none
-1,CHESS2016_N94S_FL12_C__20160421222202.161GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421222202.161GMT_THERM-16BIT.PNG,79551,Animal,Ringed Seal,Likely,No,508,260,4499,1759,5011,2271,4728,2018,4794,2046,true,none
-1,CHESS2016_N94S_FL12_C__20160421222202.161GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421222202.161GMT_THERM-16BIT.PNG,79552,Animal,Ringed Seal,100%,No,624,255,5747,1706,6259,2218,5974,1948,6043,1982,true,none
-1,CHESS2016_N94S_FL12_C__20160421222202.161GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421222202.161GMT_THERM-16BIT.PNG,79553,Animal,Ringed Seal,Likely,No,609,271,5580,1872,6092,2384,5812,2121,5884,2160,true,none
-1,CHESS2016_N94S_FL12_C__20160421222202.161GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421222202.161GMT_THERM-16BIT.PNG,79554,Animal,Ringed Seal,Guess,No,592,261,5396,1768,5908,2280,5628,2012,5692,2060,true,none
-1,CHESS2016_N94S_FL12_C__20160421222202.161GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421222202.161GMT_THERM-16BIT.PNG,79555,Animal,Ringed Seal,Likely,No,615,257,5652,1720,6164,2232,5880,1967,5943,2001,true,none
-1,CHESS2016_N94S_FL12_C__20160421222202.161GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421222202.161GMT_THERM-16BIT.PNG,79556,Animal,Ringed Seal,Likely,No,554,258,4994,1754,5506,2266,5216,1984,5271,2032,true,none
-1,CHESS2016_N94S_FL12_C__20160421222202.161GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421222202.161GMT_THERM-16BIT.PNG,79557,Animal,Ringed Seal,Likely,No,578,261,5244,1774,5756,2286,5488,1991,5524,2069,true,none
-1,CHESS2016_N94S_FL12_C__20160421222202.161GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421222202.161GMT_THERM-16BIT.PNG,79558,Animal,Ringed Seal,Likely,No,517,268,4603,1858,5115,2370,4829,2098,4893,2133,true,none
-1,CHESS2016_N94S_FL12_C__20160421222214.771GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421222214.771GMT_THERM-16BIT.PNG,79559,Animal,Ringed Seal,100%,No,137,163,585,1108,1097,1620,850,1349,906,1401,true,none
-1,CHESS2016_N94S_FL12_C__20160421222453.959GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421222452.926GMT_THERM-16BIT.PNG,79560,Animal,Ringed Seal,100%,No,551,23,5782,3402,6294,3914,6003,3669,6071,3710,true,none
-1,CHESS2016_N94S_FL12_C__20160421222515.666GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421222515.666GMT_THERM-16BIT.PNG,79561,Animal,Ringed Seal,100%,No,115,367,295,2705,807,3217,527,2925,570,2990,true,none
-1,CHESS2016_N94S_FL12_C__20160421222541.642GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421222541.642GMT_THERM-16BIT.PNG,79562,Animal,Ringed Seal,100%,No,378,121,3155,571,3667,1083,3370,794,3427,853,true,none
-1,CHESS2016_N94S_FL12_C__20160421222621.220GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421222620.276GMT_THERM-16BIT.PNG,79563,Duplicate,Ringed Seal,100%,No,31,36,92,3489,604,4001,-1,-1,-1,-1,true,removed
-1,CHESS2016_N94S_FL12_C__20160421222621.220GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421222621.220GMT_THERM-16BIT.PNG,79564,Animal,Ringed Seal,100%,No,91,399,92,3503,604,4015,310,3731,387,3789,true,none
-1,CHESS2016_N94S_FL12_C__20160421222950.889GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421222950.889GMT_THERM-16BIT.PNG,79565,Animal,Ringed Seal,100%,No,210,69,1558,-87,2070,425,1781,188,1815,244,true,none
-1,CHESS2016_N94S_FL12_C__20160421223011.039GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421223011.039GMT_THERM-16BIT.PNG,79566,Animal,Ringed Seal,100%,No,89,64,237,-39,749,473,484,221,533,295,true,none
-1,CHESS2016_N94S_FL12_C__20160421223050.785GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421223050.785GMT_THERM-16BIT.PNG,79567,Animal,Ringed Seal,Likely,No,275,106,2306,290,2818,802,2541,527,2576,581,true,none
-1,CHESS2016_N94S_FL12_C__20160421223229.614GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421223228.810GMT_THERM-16BIT.PNG,79568,Duplicate,Ringed Seal,100%,No,182,61,803,2923,1315,3435,-1,-1,-1,-1,true,removed
-1,CHESS2016_N94S_FL12_C__20160421223229.614GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421223229.614GMT_THERM-16BIT.PNG,79569,Animal,Ringed Seal,100%,No,130,392,818,2923,1330,3435,1025,3158,1101,3193,true,none
-1,CHESS2016_N94S_FL12_C__20160421223405.119GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421223405.119GMT_THERM-16BIT.PNG,79570,Animal,Bearded Seal,100%,No,441,325,3983,2426,4495,2938,4171,2649,4267,2734,true,none
-1,CHESS2016_N94S_FL12_C__20160421223505.903GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421223505.903GMT_THERM-16BIT.PNG,79571,Animal,Ringed Seal,100%,No,168,318,1065,2676,1577,3188,1332,2895,1375,2970,true,none
-1,CHESS2016_N94S_FL12_C__20160421224213.804GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421224213.804GMT_THERM-16BIT.PNG,79572,Animal,Ringed Seal,100%,No,590,192,5608,1079,6120,1591,5830,1313,5869,1398,true,none
-1,CHESS2016_N94S_FL12_C__20160421224213.804GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421224214.490GMT_THERM-16BIT.PNG,79573,Duplicate,Ringed Seal,100%,No,557,494,5594,1094,6106,1606,-1,-1,-1,-1,true,removed
-1,CHESS2016_N94S_FL12_C__20160421224254.494GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421224253.984GMT_THERM-16BIT.PNG,79574,Animal,Ringed Seal,100%,No,343,18,2792,1355,3304,1867,3005,1571,3077,1619,true,none
-1,CHESS2016_N94S_FL12_C__20160421224414.212GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421224413.502GMT_THERM-16BIT.PNG,79575,Duplicate,Ringed Seal,100%,No,405,7,3315,2574,3827,3086,-1,-1,-1,-1,true,removed
-1,CHESS2016_N94S_FL12_C__20160421224414.212GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421224414.212GMT_THERM-16BIT.PNG,79576,Animal,Ringed Seal,100%,No,376,322,3300,2574,3812,3086,3570,2819,3612,2889,true,none
-1,CHESS2016_N94S_FL12_C__20160421225510.068GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421225510.068GMT_THERM-16BIT.PNG,79577,Duplicate,Ringed Seal,100%,No,467,81,4215,324,4727,836,4462,560,4516,617,true,none
-1,CHESS2016_N94S_FL12_C__20160421225510.955GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421225510.955GMT_THERM-16BIT.PNG,79578,Animal,Ringed Seal,100%,No,428,432,3939,3431,4451,3943,4164,3658,4219,3717,true,none
-1,CHESS2016_N94S_FL12_C__20160421225551.920GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421225551.920GMT_THERM-16BIT.PNG,79579,Duplicate,Ringed Seal,100%,No,380,37,3344,-140,3856,372,3537,79,3583,167,true,none
-1,CHESS2016_N94S_FL12_C__20160421225552.640GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421225552.640GMT_THERM-16BIT.PNG,79580,Animal,Ringed Seal,100%,No,349,323,3039,2923,3551,3435,3266,3173,3317,3255,true,none
-1,CHESS2016_N94S_FL12_C__20160421225637.851GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421225637.851GMT_THERM-16BIT.PNG,79581,Animal,Ringed Seal,100%,No,424,240,3808,1689,4320,2201,4028,1923,4098,1976,true,none
-1,CHESS2016_N94S_FL12_C__20160421225731.189GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421225731.189GMT_THERM-16BIT.PNG,79583,Animal,Ringed Seal,100%,No,409,312,3707,2487,4219,2999,3915,2721,3982,2753,true,none
-1,CHESS2016_N94S_FL12_C__20160421225732.038GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421225731.189GMT_THERM-16BIT.PNG,79582,Duplicate,Ringed Seal,100%,No,605,23,5376,2415,5888,2927,-1,-1,-1,-1,true,removed
-1,CHESS2016_N94S_FL12_C__20160421225732.038GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421225732.038GMT_THERM-16BIT.PNG,79584,Animal,Ringed Seal,100%,No,564,353,5405,2400,5917,2912,5636,2625,5674,2699,true,none
-1,CHESS2016_N94S_FL12_C__20160421225942.926GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421225942.926GMT_THERM-16BIT.PNG,79585,Animal,Ringed Seal,100%,No,452,292,4011,2023,4523,2535,4243,2301,4295,2333,true,none
-1,CHESS2016_N94S_FL12_C__20160421225945.384GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421225945.384GMT_THERM-16BIT.PNG,79586,Animal,Ringed Seal,100%,No,375,227,3416,1355,3928,1867,3657,1561,3702,1622,true,none
-1,CHESS2016_N94S_FL12_C__20160421225947.441GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421225946.738GMT_THERM-16BIT.PNG,79587,Animal,Ringed Seal,100%,No,268,55,2110,2342,2622,2854,2344,2632,2383,2673,true,none
-1,CHESS2016_N94S_FL12_C__20160421225957.235GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421225957.235GMT_THERM-16BIT.PNG,79588,Animal,Ringed Seal,100%,No,158,108,905,194,1417,706,1142,413,1183,453,true,none
-1,CHESS2016_N94S_FL12_C__20160421225957.235GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421225958.326GMT_THERM-16BIT.PNG,79589,Duplicate,Ringed Seal,100%,No,170,493,919,179,1431,691,-1,-1,-1,-1,true,removed
-1,CHESS2016_N94S_FL12_C__20160421230208.385GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421230208.385GMT_THERM-16BIT.PNG,79590,Animal,Ringed Seal,100%,No,427,168,3775,709,4287,1221,4005,940,4053,1030,true,none
-1,CHESS2016_N94S_FL12_C__20160421230208.385GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421230208.385GMT_THERM-16BIT.PNG,79591,Animal,Ringed Seal,Likely,No,433,161,3779,673,4291,1185,4071,888,4130,923,true,none
-1,CHESS2016_N94S_FL12_C__20160421230342.257GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421230342.257GMT_THERM-16BIT.PNG,79592,Duplicate,Ringed Seal,100%,No,549,76,5042,-97,5554,415,5252,151,5330,185,true,none
-1,CHESS2016_N94S_FL12_C__20160421230342.981GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421230342.981GMT_THERM-16BIT.PNG,79593,Animal,Ringed Seal,100%,No,562,371,5245,3257,5757,3769,5449,3469,5528,3508,true,none
-1,CHESS2016_N94S_FL12_C__20160421230450.458GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421230449.640GMT_THERM-16BIT.PNG,79594,Duplicate,Ringed Seal,100%,No,612,68,5811,3053,6323,3565,-1,-1,-1,-1,true,removed
-1,CHESS2016_N94S_FL12_C__20160421230450.458GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421230450.458GMT_THERM-16BIT.PNG,79595,Animal,Ringed Seal,100%,No,619,380,5826,3010,6338,3522,6066,3272,6139,3311,true,none
-1,CHESS2016_N94S_FL12_C__20160421231238.120GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421231238.120GMT_THERM-16BIT.PNG,79596,Animal,Bearded Seal,Guess,No,395,172,3571,1123,4083,1635,3797,1347,3848,1419,true,none
-1,CHESS2016_N94S_FL12_C__20160421231258.894GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421231257.777GMT_THERM-16BIT.PNG,79597,Duplicate,Bearded Seal,100%,No,430,30,3402,2966,3914,3478,-1,-1,-1,-1,true,removed
-1,CHESS2016_N94S_FL12_C__20160421231258.894GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421231258.894GMT_THERM-16BIT.PNG,79598,Animal,Bearded Seal,100%,No,241,248,1935,1703,2447,2215,2169,1915,2227,2052,true,none
-1,CHESS2016_N94S_FL12_C__20160421231258.894GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421231258.894GMT_THERM-16BIT.PNG,79599,Animal,Bearded Seal,100%,No,377,369,3416,2952,3928,3464,3635,3174,3678,3281,true,none
-1,CHESS2016_N94S_FL12_C__20160421231258.894GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421231258.894GMT_THERM-16BIT.PNG,79600,Animal,Bearded Seal,100%,No,398,336,3619,2603,4131,3115,3857,2821,3900,2920,true,none
-1,CHESS2016_N94S_FL12_C__20160421231526.530GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421231526.530GMT_THERM-16BIT.PNG,79601,Animal,Ringed Seal,100%,No,509,275,4795,2052,5307,2564,5008,2294,5082,2329,true,none
-1,CHESS2016_N94S_FL12_C__20160421231739.529GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421231738.540GMT_THERM-16BIT.PNG,79602,Duplicate,Ringed Seal,100%,No,105,28,-155,3808,357,4320,-1,-1,-1,-1,true,removed
-1,CHESS2016_N94S_FL12_C__20160421231739.529GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421231739.529GMT_THERM-16BIT.PNG,79603,Animal,Ringed Seal,100%,No,45,431,-184,3794,328,4306,6,4039,82,4075,true,none
-1,CHESS2016_N94S_FL12_C__20160421232258.160GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421232258.160GMT_THERM-16BIT.PNG,79604,Animal,Ringed Seal,100%,No,363,199,3053,1282,3565,1794,3277,1538,3313,1594,true,none
-1,CHESS2016_N94S_FL12_C__20160421232725.390GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421232725.390GMT_THERM-16BIT.PNG,79605,Animal,Ringed Seal,100%,No,517,262,4679,2110,5191,2622,4914,2363,4982,2402,true,none
-1,CHESS2016_N94S_FL12_C__20160421232828.876GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421232828.876GMT_THERM-16BIT.PNG,79606,Animal,Ringed Seal,100%,No,388,219,3344,1602,3856,2114,3550,1864,3591,1939,true,none
-1,CHESS2016_N94S_FL12_C__20160421233346.178GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421233346.178GMT_THERM-16BIT.PNG,79607,Animal,Ringed Seal,Likely,No,547,111,4882,-155,5394,357,5117,79,5168,126,true,none
-1,CHESS2016_N94S_FL12_C__20160421233356.324GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421233355.266GMT_THERM-16BIT.PNG,79608,Animal,Bearded Seal,Guess,No,615,13,6247,3547,6759,4059,6538,3681,6577,3779,true,off_edge
-1,CHESS2016_N94S_FL12_C__20160421233508.105GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421233507.216GMT_THERM-16BIT.PNG,79609,Duplicate,Ringed Seal,Likely,No,590,22,5794,2250,6306,2762,-1,-1,-1,-1,true,removed
-1,CHESS2016_N94S_FL12_C__20160421233508.105GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL12_C__20160421233508.105GMT_THERM-16BIT.PNG,79610,Animal,Ringed Seal,Likely,No,631,345,5822,2246,6334,2758,6051,2479,6110,2526,true,none
